주문번호,주문일자,배송일자,배송방식,고객번호,고객이름,고객구분,국가,권역,시/도,시/군/구,제품번호,제품명,분류1,분류2,매출,판매량,할인율,수익,반품여부,수익률
CA-2018-113768,2018-05-13,2018-05-19,일반배송,AH-10030,강미연,기업고객,대한민국,수도권,서울특별시,강서구,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",가구,의자,338560.944,6,0.2,25392.0708,No,7.5
CA-2018-113768,2018-05-13,2018-05-19,일반배송,AH-10030,강미연,기업고객,대한민국,수도권,서울특별시,강서구,OFF-PA-10003063,EcoTones Memo Sheets,사무용품,종이류,9692.0,2,0.0,4652.16,No,48.0
CA-2020-138037,2020-09-29,2020-10-03,일반배송,AR-10540,구경주,개인고객,대한민국,수도권,경기도,의정부시,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,사무용품,바인더,33001.26,5,0.2,11550.441,No,35.0
CA-2018-150490,2018-08-05,2018-08-11,일반배송,SS-20590,최재선,개인고객,대한민국,수도권,서울특별시,광진구,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,전자제품,컴퓨터소품,19820.14,1,0.0,1982.014,No,10.0
CA-2018-150490,2018-08-05,2018-08-11,일반배송,SS-20590,최재선,개인고객,대한민국,수도권,서울특별시,광진구,OFF-ST-10000321,Akro Stacking Bins,사무용품,수납제품,19117.47,2,0.0,764.698799999998,No,3.999999999999989
CA-2018-150490,2018-08-05,2018-08-11,일반배송,SS-20590,최재선,개인고객,대한민국,수도권,서울특별시,광진구,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,사무용품,필기구,55704.77,2,0.0,15597.3356,No,28.000000000000004
US-2021-126060,2021-04-14,2021-04-18,일반배송,DW-13585,박선희,기업고객,대한민국,수도권,경기도,안양시,FUR-BO-10003433,Sauder Cornerstone Collection Library,가구,책장,240206.528,8,0.2,-39033.5608,No,-16.25
CA-2021-100951,2021-06-09,2021-06-10,특급배송,NC-18625,전대종,기업고객,대한민국,수도권,서울특별시,구로구,OFF-ST-10001496,Standard Rollaway File with Lock,사무용품,수납제품,873200.74,5,0.2,65490.0555,No,7.5
CA-2020-122017,2020-12-29,2021-01-02,일반배송,CD-11920,남석주,개인고객,대한민국,수도권,경기도,성남시,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",가구,가구소품,85483.44,6,0.0,29064.3696,No,34.0
CA-2020-122017,2020-12-29,2021-01-02,일반배송,CD-11920,남석주,개인고객,대한민국,수도권,경기도,성남시,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,사무용품,집기비품,99294.54,2,0.0,27802.4712,No,28.000000000000004
CA-2018-123477,2018-01-18,2018-01-21,빠른배송,DW-13195,민라희,기업고객,대한민국,강원,강원도,화천군,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,사무용품,집기비품,78582.736,4,0.2,7858.2736,No,10.0
CA-2020-107790,2020-11-20,2020-11-24,일반배송,EH-13990,배도현,개인고객,대한민국,수도권,경기도,김포시,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,전자제품,전화기,183169.108,1,0.2,16027.29695,No,8.75
CA-2021-158071,2021-06-10,2021-06-15,일반배송,BD-11320,김수찬,개인고객,대한민국,수도권,경기도,성남시,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",전자제품,전화기,107552.124,3,0.2,9410.81085,No,8.75
CA-2021-158071,2021-06-10,2021-06-15,일반배송,BD-11320,김수찬,개인고객,대한민국,수도권,경기도,성남시,OFF-LA-10004689,Avery 512,사무용품,라벨류,14004.94,4,0.0,6582.3218,No,47.0
CA-2021-158071,2021-06-10,2021-06-15,일반배송,BD-11320,김수찬,개인고객,대한민국,수도권,경기도,성남시,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,사무용품,수납제품,18875.17,1,0.0,4718.7925,No,25.0
CA-2021-147403,2021-09-10,2021-09-13,특급배송,KH-16630,양제성,기업고객,대한민국,충청,충청남도,홍성군,OFF-PA-10003302,Xerox 1906,사무용품,종이류,103045.344,3,0.2,34777.8036,No,33.75
US-2021-136721,2021-04-08,2021-04-12,일반배송,NH-18610,장홍빈,기업고객,대한민국,수도권,경기도,안양시,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",가구,가구소품,331902.54,2,0.0,86294.6604,No,26.0
US-2021-136721,2021-04-08,2021-04-12,일반배송,NH-18610,장홍빈,기업고객,대한민국,수도권,경기도,안양시,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,가구,가구소품,371809.35,3,0.0,96670.431,No,26.0
CA-2019-118738,2019-10-24,2019-10-30,일반배송,AG-10495,고혜정,기업고객,대한민국,제주,제주특별자치도,서귀포시,OFF-PA-10003177,Xerox 1999,사무용품,종이류,18841.248,3,0.2,6594.4368,No,35.0
CA-2019-118738,2019-10-24,2019-10-30,일반배송,AG-10495,고혜정,기업고객,대한민국,제주,제주특별자치도,서귀포시,FUR-TA-10002607,KI Conference Tables,가구,책상,420827.8515,7,0.3,-84165.5702999999,No,-19.99999999999998
CA-2019-118738,2019-10-24,2019-10-30,일반배송,AG-10495,고혜정,기업고객,대한민국,제주,제주특별자치도,서귀포시,OFF-PA-10001166,Xerox 2,사무용품,종이류,12560.832,2,0.2,4396.2912,No,35.0
CA-2021-134152,2021-05-27,2021-05-31,일반배송,RP-19855,진라희,기업고객,대한민국,수도권,경기도,양평군,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,전자제품,컴퓨터소품,118920.84,6,0.0,11892.084,No,10.0
CA-2021-134152,2021-05-27,2021-05-31,일반배송,RP-19855,진라희,기업고객,대한민국,수도권,경기도,양평군,OFF-AR-10004062,Staples in misc. colors,사무용품,필기구,38089.56,3,0.0,9522.39,No,25.0
CA-2018-125542,2018-12-05,2018-12-07,특급배송,NB-18655,전민정,기업고객,대한민국,강원,강원도,속초시,OFF-EN-10000056,Cameo Buff Policy Envelopes,사무용품,봉투류,422193.212,7,0.2,142490.20905,No,33.75
CA-2018-125542,2018-12-05,2018-12-07,특급배송,NB-18655,전민정,기업고객,대한민국,강원,강원도,속초시,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,사무용품,수납제품,209269.664,4,0.2,-36622.1912,No,-17.5
CA-2020-136021,2020-08-14,2020-08-18,일반배송,JM-15580,송보민,개인고객,대한민국,강원,강원도,영월군,OFF-PA-10000551,Array Memo Cubes,사무용품,종이류,18826.71,3,0.0,9225.0879,No,49.00000000000001
CA-2020-136021,2020-08-14,2020-08-18,일반배송,JM-15580,송보민,개인고객,대한민국,강원,강원도,영월군,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,전자제품,사무기기,127876.248,6,0.2,43158.2337,No,33.75
CA-2020-149195,2020-09-05,2020-09-07,빠른배송,DM-13525,박문희,기업고객,대한민국,수도권,서울특별시,강서구,OFF-PA-10001870,Xerox 202,사무용품,종이류,31402.08,5,0.2,10990.728,No,35.0
CA-2020-149195,2020-09-05,2020-09-07,빠른배송,DM-13525,박문희,기업고객,대한민국,수도권,서울특별시,강서구,OFF-FA-10001843,Staples,사무용품,집게류,19151.392,8,0.2,6463.5948,No,33.75
CA-2020-149195,2020-09-05,2020-09-07,빠른배송,DM-13525,박문희,기업고객,대한민국,수도권,서울특별시,강서구,OFF-PA-10002036,Xerox 1930,사무용품,종이류,12560.832,2,0.2,4553.3016,No,36.25
CA-2021-161410,2021-06-26,2021-07-03,일반배송,CC-12220,노우석,개인고객,대한민국,수도권,서울특별시,구로구,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,전자제품,전화기,433959.3,3,0.4,50628.585,No,11.666666666666666
CA-2021-161410,2021-06-26,2021-07-03,일반배송,CC-12220,노우석,개인고객,대한민국,수도권,서울특별시,구로구,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,전자제품,전화기,661377.234,14,0.4,88183.6312,No,13.333333333333334
CA-2021-152786,2021-03-12,2021-03-17,일반배송,GA-14725,서연성,개인고객,대한민국,제주,제주특별자치도,제주시,OFF-BI-10000829,Avery Non-Stick Binders,사무용품,바인더,48956.715,9,0.0,22520.0889,No,46.0
CA-2021-164707,2021-02-18,2021-02-21,빠른배송,CV-12805,류하민,기업고객,대한민국,강원,강원도,태백시,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,전자제품,전화기,203502.924,3,0.2,12718.93275,No,6.25
CA-2021-164707,2021-02-18,2021-02-21,빠른배송,CV-12805,류하민,기업고객,대한민국,강원,강원도,태백시,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,전자제품,컴퓨터소품,132695.595,3,0.0,57059.10585,No,43.0
CA-2021-164707,2021-02-18,2021-02-21,빠른배송,CV-12805,류하민,기업고객,대한민국,강원,강원도,태백시,OFF-LA-10004345,Avery 493,사무용품,라벨류,11896.93,2,0.0,5829.4957,No,49.00000000000001
CA-2021-163874,2021-11-10,2021-11-12,빠른배송,NC-18535,장성혜,기업고객,대한민국,수도권,경기도,이천시,OFF-BI-10000088,GBC Imprintable Covers,사무용품,바인더,31925.448,3,0.2,11572.9749,No,36.25
US-2018-123183,2018-11-19,2018-11-25,일반배송,GR-14560,서경미,기업고객,대한민국,영남,울산광역시,남구,OFF-LA-10002787,Avery 480,사무용품,라벨류,27258.75,6,0.0,13084.2,No,48.00000000000001
US-2018-123183,2018-11-19,2018-11-25,일반배송,GR-14560,서경미,기업고객,대한민국,영남,울산광역시,남구,OFF-LA-10001569,Avery 499,사무용품,라벨류,12066.54,2,0.0,5550.6084,No,46.0
US-2018-123183,2018-11-19,2018-11-25,일반배송,GR-14560,서경미,기업고객,대한민국,영남,울산광역시,남구,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",사무용품,바인더,258146.42,7,0.0,123910.2816,No,48.0
US-2018-123183,2018-11-19,2018-11-25,일반배송,GR-14560,서경미,기업고객,대한민국,영남,울산광역시,남구,FUR-BO-10000362,Sauder Inglewood Library Bookcases,가구,책장,1242853.62,6,0.0,285856.3326,No,23.0
CA-2018-104829,2018-11-18,2018-11-21,빠른배송,JG-15805,신봄,기업고객,대한민국,영남,경상북도,영천시,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",사무용품,종이류,26628.77,7,0.0,11982.9465,Yes,45.0
US-2020-147340,2020-09-24,2020-09-24,당일배송,EB-13750,박탐희,기업고객,대한민국,영남,부산광역시,사하구,FUR-FU-10002501,Nu-Dell Executive Frame,가구,가구소품,76566.8,5,0.0,28329.716,No,37.0
CA-2020-145492,2020-11-20,2020-11-27,일반배송,MC-17605,윤원석,기업고객,대한민국,강원,강원도,강릉시,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",사무용품,집기비품,47248.5,12,0.0,13702.065,Yes,29.000000000000004
CA-2020-163202,2020-09-27,2020-10-02,일반배송,BM-11650,나수호,기업고객,대한민국,수도권,경기도,구리시,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,사무용품,바인더,3521.8305,3,0.7,-2465.28135,No,-70.0
CA-2020-117681,2020-04-09,2020-04-14,일반배송,HF-14995,성유람,개인고객,대한민국,수도권,경기도,고양시,FUR-BO-10001798,Bush Somerset Collection Bookcase,가구,책장,674399.6475,5,0.15,7934.11350000002,No,1.1764705882352973
CA-2021-132262,2021-09-21,2021-09-23,특급배송,ML-18265,임승은,개인고객,대한민국,수도권,서울특별시,송파구,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,전자제품,컴퓨터소품,87203.77,2,0.0,18312.7917,No,21.000000000000004
CA-2021-132262,2021-09-21,2021-09-23,특급배송,ML-18265,임승은,개인고객,대한민국,수도권,서울특별시,송파구,TEC-AC-10000303,Logitech M510 Wireless Mouse,전자제품,컴퓨터소품,96895.77,2,0.0,31975.6041,No,33.0
CA-2021-123043,2021-08-24,2021-08-29,일반배송,AH-10195,강하리,기업고객,대한민국,영남,경상북도,울릉군,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,사무용품,바인더,29890.128,4,0.2,9340.665,No,31.25
CA-2021-123043,2021-08-24,2021-08-29,일반배송,AH-10195,강하리,기업고객,대한민국,영남,경상북도,울릉군,OFF-BI-10000138,Acco Translucent Poly Ring Binders,사무용품,바인더,4535.856,1,0.2,1587.5496,No,35.0
US-2020-143280,2020-02-22,2020-02-26,일반배송,TZ-21580,현누리,개인고객,대한민국,수도권,서울특별시,구로구,TEC-PH-10002398,AT&T 1070 Corded Phone,전자제품,전화기,540280.54,5,0.2,67535.0674999999,No,12.49999999999998
US-2020-143280,2020-02-22,2020-02-26,일반배송,TZ-21580,현누리,개인고객,대한민국,수도권,서울특별시,구로구,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,전자제품,컴퓨터소품,43904.76,1,0.0,18439.9992,No,41.99999999999999
US-2020-143280,2020-02-22,2020-02-26,일반배송,TZ-21580,현누리,개인고객,대한민국,수도권,서울특별시,구로구,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",사무용품,집게류,12902.475,3,0.0,6064.16325,No,47.0
CA-2021-108854,2021-12-08,2021-12-14,일반배송,DM-13345,민춘자,기업고객,대한민국,수도권,인천광역시,동구,OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,사무용품,종이류,106515.08,4,0.0,48996.9368,No,46.0
CA-2021-108854,2021-12-08,2021-12-14,일반배송,DM-13345,민춘자,기업고객,대한민국,수도권,인천광역시,동구,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",사무용품,바인더,27166.676,1,0.2,10187.5035,No,37.50000000000001
CA-2021-108854,2021-12-08,2021-12-14,일반배송,DM-13345,민춘자,기업고객,대한민국,수도권,인천광역시,동구,OFF-BI-10001670,Vinyl Sectional Post Binders,사무용품,바인더,109616.52,3,0.2,41106.195,No,37.5
CA-2021-108854,2021-12-08,2021-12-14,일반배송,DM-13345,민춘자,기업고객,대한민국,수도권,인천광역시,동구,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",사무용품,수납제품,51803.74,1,0.0,13468.9724,No,26.0
CA-2021-166856,2021-09-18,2021-09-22,일반배송,TS-21505,허진태,개인고객,대한민국,영남,부산광역시,부산진구,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,사무용품,바인더,12211.92,7,0.2,4274.172,No,35.0
CA-2021-166856,2021-09-18,2021-09-22,일반배송,TS-21505,허진태,개인고객,대한민국,영남,부산광역시,부산진구,TEC-AC-10004992,Kingston Digital DataTraveler 64GB USB 2.0,전자제품,컴퓨터소품,122773.41,3,0.0,9821.87279999999,No,7.999999999999992
CA-2020-153157,2020-09-11,2020-09-14,특급배송,TB-21625,현은영,개인고객,대한민국,영남,경상북도,상주시,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,전자제품,전화기,272284.625,5,0.0,76239.695,No,28.000000000000004
US-2021-125647,2021-09-23,2021-09-28,일반배송,LC-16870,오혜슬,개인고객,대한민국,수도권,경기도,구리시,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,사무용품,집기비품,88652.724,6,0.8,-239362.3548,No,-270.0
US-2021-125647,2021-09-23,2021-09-28,일반배송,LC-16870,오혜슬,개인고객,대한민국,수도권,경기도,구리시,OFF-PA-10004888,Xerox 217,사무용품,종이류,25121.664,4,0.2,8792.5824,No,35.0
US-2021-125647,2021-09-23,2021-09-28,일반배송,LC-16870,오혜슬,개인고객,대한민국,수도권,경기도,구리시,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,전자제품,전화기,48440.616,2,0.2,-10899.1386,No,-22.5
CA-2018-132542,2018-10-06,2018-10-08,빠른배송,AM-10360,고수철,기업고객,대한민국,호남,전라북도,정읍시,OFF-BI-10004099,GBC VeloBinder Strips,사무용품,바인더,18608.64,2,0.0,9304.32,No,50.0
CA-2019-110877,2019-10-23,2019-10-26,특급배송,JE-15715,송준호,개인고객,대한민국,수도권,경기도,시흥시,OFF-PA-10004621,Xerox 212,사무용품,종이류,43962.912,7,0.2,15387.0192,No,35.0
CA-2019-110877,2019-10-23,2019-10-26,특급배송,JE-15715,송준호,개인고객,대한민국,수도권,경기도,시흥시,TEC-PH-10002103,Jabra SPEAK 410,전자제품,전화기,182190.216,2,0.2,18219.0216,No,10.0
US-2020-151827,2020-03-31,2020-04-02,빠른배송,CS-11950,남세훈,개인고객,대한민국,영남,부산광역시,동래구,TEC-PH-10002789,LG Exalt,전자제품,전화기,340167.393,3,0.4,-73702.93515,Yes,-21.66666666666667
US-2020-151827,2020-03-31,2020-04-02,빠른배송,CS-11950,남세훈,개인고객,대한민국,영남,부산광역시,동래구,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,전자제품,컴퓨터소품,38748.616,2,0.2,1453.0731,Yes,3.75
US-2020-163258,2020-12-29,2021-01-02,일반배송,PF-19225,조경화,개인고객,대한민국,수도권,경기도,고양시,OFF-BI-10000138,Acco Translucent Poly Ring Binders,사무용품,바인더,13607.568,3,0.2,4762.6488,No,35.0
CA-2021-103009,2021-11-03,2021-11-05,빠른배송,PJ-18835,전정한,기업고객,대한민국,수도권,인천광역시,중구,OFF-PA-10001215,Xerox 1963,사무용품,종이류,31983.6,5,0.0,14392.62,No,45.00000000000001
US-2021-120649,2021-01-20,2021-01-26,일반배송,JF-15490,손한나,개인고객,대한민국,수도권,경기도,가평군,OFF-AR-10001545,Newell 326,사무용품,필기구,4264.48,2,0.0,1236.6992,No,29.000000000000004
CA-2020-153598,2020-12-03,2020-12-06,특급배송,NM-18520,장서희,개인고객,대한민국,수도권,경기도,수원시,TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,전자제품,컴퓨터소품,1998914.425,5,0.0,799565.77,No,40.0
CA-2020-153598,2020-12-03,2020-12-06,특급배송,NM-18520,장서희,개인고객,대한민국,수도권,경기도,수원시,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,가구,가구소품,135566.85,6,0.0,62360.751,No,46.0
US-2020-108497,2020-06-14,2020-06-14,당일배송,MH-17290,유원경,홈오피스,대한민국,수도권,서울특별시,서대문구,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",가구,책장,725888.3975,5,0.15,42699.3175,No,5.88235294117647
CA-2020-113096,2020-09-02,2020-09-04,특급배송,SZ-20035,차동엽,홈오피스,대한민국,수도권,서울특별시,중랑구,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",사무용품,수납제품,56371.095,3,0.0,14656.4847,No,26.0
CA-2018-136861,2018-09-05,2018-09-07,특급배송,PR-18880,정단비,개인고객,대한민국,수도권,서울특별시,서초구,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,가구,가구소품,38748.616,2,0.2,2421.7885,No,6.25
CA-2021-117422,2021-10-21,2021-10-25,일반배송,FC-14245,백경호,홈오피스,대한민국,수도권,경기도,성남시,OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,사무용품,집기비품,195739.632,2,0.2,19573.9632,No,10.0
CA-2021-117422,2021-10-21,2021-10-25,일반배송,FC-14245,백경호,홈오피스,대한민국,수도권,경기도,성남시,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",사무용품,종이류,4923.536,1,0.2,1661.6934,No,33.75
CA-2021-117422,2021-10-21,2021-10-25,일반배송,FC-14245,백경호,홈오피스,대한민국,수도권,경기도,성남시,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",사무용품,바인더,7530.684,4,0.7,-6024.5472,No,-80.0
CA-2021-129707,2021-04-25,2021-04-29,일반배송,LH-16750,오엄지,개인고객,대한민국,영남,대구광역시,북구,OFF-AR-10000246,Newell 318,사무용품,필기구,10777.504,4,0.2,808.3128,Yes,7.5
CA-2019-160171,2019-10-19,2019-10-24,일반배송,RM-19675,주정자,홈오피스,대한민국,제주,제주특별자치도,제주시,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",사무용품,집기비품,1987708.05,5,0.0,556558.254,No,27.999999999999996
CA-2019-160171,2019-10-19,2019-10-24,일반배송,RM-19675,주정자,홈오피스,대한민국,제주,제주특별자치도,제주시,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,전자제품,컴퓨터소품,327105.0,3,0.0,117757.8,No,36.0
CA-2018-103317,2018-07-05,2018-07-08,특급배송,DM-13525,박문희,기업고객,대한민국,수도권,서울특별시,강서구,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,가구,가구소품,23648.48,2,0.2,6503.332,No,27.500000000000004
CA-2018-103317,2018-07-05,2018-07-08,특급배송,DM-13525,박문희,기업고객,대한민국,수도권,서울특별시,강서구,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,사무용품,바인더,11884.815,5,0.7,-8319.3705,No,-70.0
CA-2018-103317,2018-07-05,2018-07-08,특급배송,DM-13525,박문희,기업고객,대한민국,수도권,서울특별시,강서구,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,가구,가구소품,258311.184,3,0.2,19373.3388,No,7.5
CA-2020-167115,2020-04-04,2020-04-09,일반배송,EH-14185,배한나,개인고객,대한민국,수도권,경기도,동두천시,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,사무용품,바인더,713311.816,2,0.2,222909.9425,No,31.25
US-2021-153633,2021-11-13,2021-11-18,빠른배송,TC-21295,허동춘,개인고객,대한민국,호남,전라남도,완도군,OFF-AR-10002335,DIXON Oriole Pencils,사무용품,필기구,2500.536,1,0.2,187.5402,No,7.5
CA-2021-155929,2021-09-09,2021-09-13,일반배송,AI-10855,권여진,개인고객,대한민국,수도권,경기도,구리시,OFF-PA-10000859,Unpadded Memo Slips,사무용품,종이류,7714.832,2,0.2,2893.062,No,37.49999999999999
CA-2019-148712,2019-04-17,2019-04-23,일반배송,JM-15535,송도희,개인고객,대한민국,수도권,경기도,양주시,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,전자제품,컴퓨터소품,120665.4,1,0.0,44646.198,No,37.0
CA-2019-148712,2019-04-17,2019-04-23,일반배송,JM-15535,송도희,개인고객,대한민국,수도권,경기도,양주시,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",사무용품,바인더,75471.604,13,0.2,25471.66635,No,33.75
CA-2019-148712,2019-04-17,2019-04-23,일반배송,JM-15535,송도희,개인고객,대한민국,수도권,경기도,양주시,OFF-AR-10000614,Barrel Sharpener,사무용품,필기구,12975.165,3,0.0,3373.5429,No,25.999999999999996
CA-2020-128307,2020-07-25,2020-07-29,일반배송,BE-11335,김연경,홈오피스,대한민국,영남,부산광역시,동래구,OFF-EN-10003040,Quality Park Security Envelopes,사무용품,봉투류,25363.964,1,0.2,8560.33785,No,33.75
US-2020-127425,2020-08-26,2020-08-31,일반배송,DR-12880,명선용,기업고객,대한민국,수도권,경기도,수원시,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,전자제품,전화기,39979.5,6,0.0,9994.875,Yes,25.0
US-2020-127425,2020-08-26,2020-08-31,일반배송,DR-12880,명선용,기업고객,대한민국,수도권,경기도,수원시,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,전자제품,컴퓨터소품,302814.425,5,0.0,105985.04875,Yes,35.0
US-2018-119081,2018-09-12,2018-09-19,일반배송,TA-21385,허영,홈오피스,대한민국,충청,충청남도,금산군,OFF-SU-10000157,Compact Automatic Electric Letter Opener,사무용품,문구류,433632.195,3,0.0,8672.64390000001,No,2.000000000000002
US-2018-119081,2018-09-12,2018-09-19,일반배송,TA-21385,허영,홈오피스,대한민국,충청,충청남도,금산군,TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive,전자제품,컴퓨터소품,69540.1,5,0.0,13212.619,No,19.0
US-2018-119081,2018-09-12,2018-09-19,일반배송,TA-21385,허영,홈오피스,대한민국,충청,충청남도,금산군,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,사무용품,바인더,402169.54,2,0.0,180976.293,No,45.0
US-2018-119081,2018-09-12,2018-09-19,일반배송,TA-21385,허영,홈오피스,대한민국,충청,충청남도,금산군,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",가구,가구소품,49138.44,2,0.0,15724.3008,No,32.0
CA-2020-140613,2020-07-22,2020-07-29,일반배송,KN-16705,오선주,홈오피스,대한민국,충청,충청남도,보령시,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",사무용품,문구류,104431.3,5,0.0,30285.077,No,28.999999999999996
US-2021-108700,2021-05-19,2021-05-23,일반배송,PJ-18835,전정한,기업고객,대한민국,수도권,인천광역시,중구,OFF-PA-10004733,Things To Do Today Spiral Book,사무용품,종이류,46056.384,6,0.2,16695.4392,No,36.25000000000001
CA-2021-160962,2021-04-28,2021-05-02,일반배송,MC-17605,윤원석,기업고객,대한민국,강원,강원도,강릉시,OFF-ST-10001325,Sterilite Officeware Hinged File Box,사무용품,수납제품,10157.216,1,0.2,888.7564,No,8.75
CA-2021-160962,2021-04-28,2021-05-02,일반배송,MC-17605,윤원석,기업고객,대한민국,강원,강원도,강릉시,OFF-AR-10003056,Newell 341,사무용품,필기구,8296.352,2,0.2,933.339599999999,No,11.249999999999986
CA-2021-130631,2021-12-29,2022-01-02,일반배송,BS-11755,나현지,개인고객,대한민국,수도권,서울특별시,송파구,OFF-FA-10000089,Acco Glide Clips,사무용품,집게류,23745.4,5,0.0,11635.246,Yes,48.99999999999999
CA-2021-130631,2021-12-29,2022-01-02,일반배송,BS-11755,나현지,개인고객,대한민국,수도권,서울특별시,송파구,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,가구,가구소품,82939.29,2,0.0,24881.787,Yes,30.000000000000004
CA-2021-116680,2021-09-04,2021-09-06,빠른배송,PK-19075,정자철,개인고객,대한민국,영남,울산광역시,동구,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,사무용품,바인더,16166.256,6,0.2,5254.0332,No,32.5
CA-2021-116680,2021-09-04,2021-09-06,빠른배송,PK-19075,정자철,개인고객,대한민국,영남,울산광역시,동구,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",가구,책상,1790926.528,8,0.2,111932.908,No,6.25
US-2018-107405,2018-03-21,2018-03-25,일반배송,TS-21205,한재우,기업고객,대한민국,영남,경상북도,경주시,OFF-ST-10002301,Tennsco Commercial Shelving,사무용품,수납제품,19713.528,1,0.2,-4681.9629,No,-23.750000000000004
CA-2021-101574,2021-09-28,2021-10-04,일반배송,BD-11725,나진미,개인고객,대한민국,수도권,서울특별시,관악구,FUR-FU-10001706,Longer-Life Soft White Bulbs,가구,가구소품,11194.26,3,0.0,5373.2448,Yes,48.00000000000001
CA-2018-146591,2018-01-19,2018-01-20,특급배송,TS-21340,허수진,개인고객,대한민국,영남,경상남도,창원시,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",사무용품,바인더,39179.91,10,0.7,-28731.934,No,-73.33333333333333
CA-2018-146591,2018-01-19,2018-01-20,특급배송,TS-21340,허수진,개인고객,대한민국,영남,경상남도,창원시,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",사무용품,종이류,67921.536,4,0.2,23772.5376,No,35.0
